,user_location,text,Subjectivity,Polarity,Analysis
627065,United Kingdom,monawar hussain imam muslim chaplain ouhospitals hes urging check sources share content covidvaccine via whatsapp social media nhs website best place information,0.18333333333333332,0.5166666666666667,Positive
627149,Canada,better vaccinating essential workers high exposure risk include executives work home trust regionofpeel ensure execs queue jumping onpoli covidvaccine,0.4466666666666666,0.22,Positive
627185,India,govt india far provided 15 cr covid19 vaccine doses statesuts free dr harsh vardhan drharshvardhan union minister covidvaccine via theind_india,0.8333333333333334,0.09999999999999999,Positive
627199,India,100 cr people got vaccinated world wide india gets 12 cr shots covidvaccine,0.4,-0.1,Negative
627281,Canada,lastly recognize current barrier access major issue covidvaccine many underserved communities hardest hit areas many people still waiting esp essentialworkers get vaccinated many still need paidsickdays 9,0.41111111111111115,0.2604166666666667,Positive
627282,Canada,initially hesitant get covidvaccine bc misinformation heard friends eg mrna altering dna false amp unknown ingredients vaccines lists vaccine ingredients found online eg az vaccine 2,0.39999999999999997,-0.1666666666666667,Negative
627311,England,check todays primarycare bulletin new campaign urging 50s get covidvaccine applications open nhs regional clinical fellow scheme extension shingles immunisation programme generalpractice pharmacy dentistry optometry,0.4772727272727273,0.06818181818181818,Positive
627322,USA,building vaccine capacity amp confidence key future pfizer ceo albertbourla said third covidvaccine likely needed year immunity reports berkeleyjr annual shots possibility full article,0.5349999999999999,0.06999999999999999,Positive
627357,India,therere several ways get entertained one way stay safe 𝐒𝐭𝐚𝐲 𝐇𝐨𝐦𝐞 𝐚𝐧𝐝 𝐏𝐥𝐚𝐲 𝐈𝐧𝐬𝐢𝐝𝐞 adda52rummy unlockthefun stayhome staysafe fightagainstcovid19 covidvaccine,0.25,0.25,Positive
627449,India,mumbai important verified numbers go ahead save please share others need stay safe numbers verified april 25th 2021 covid19indiahelp covidindiainfo covidvaccine covidemergency covid_19,0.75,0.45,Positive
627521,USA,second dose incoming huge thank volunteers medical staff made huge endeavor possible thank sending love way covidvaccine,0.5666666666666667,0.2166666666666667,Positive
627588,United Kingdom,big thank community champions working tirelessly make sure everybody get covidvaccine turn including fasting ramadan vaccineswork worldimmunisationweek,0.4944444444444444,0.25,Positive
627639,England,vaccine appointment booked thurs excited nervous anxious covidvaccination covidvaccine,0.875,0.0625,Positive
627701,India,first batch russian covid19 vaccine sputnikv arrive india date covid19india covidvaccine coronavirusindia covid2ndwave newzeedigital,0.16666666666666666,0.125,Positive
627738,India,help vulnerable around afford masks sanitisers food stand together united fight covid responsenet buildthechain vaccine covid_19 covidindia covidvaccine pandemic govindia governmentofindia awareness ngo,0.5,-0.5,Negative
627769,United Kingdom,ooooh knew good become 42 summer deep thought covidvaccine,0.5,0.35,Positive
627795,India,wont able vaccinate dont get enough supply mumbai mayor kishori pednekar ahead third phase covid19 vaccination drive covid19india mumbai covid19vaccination covidvaccine covidvaccination coronavaccination,0.375,0.16666666666666666,Positive
627812,India,supreme court asks centre explain logic behind covidvaccine pricing via ndtv,0.7,-0.4,Negative
627814,India,every single person must read thread covidvaccine,0.21428571428571427,-0.07142857142857142,Negative
627819,India,supreme court asks centre explain logic behind covidvaccine pricing,0.7,-0.4,Negative
627832,United Kingdom,meet shaykh mohammad yazdani raza misbahi chairman london fatwa council covidvaccine community champion twilight vaccination event stressed getting covid19 vaccine break fast observed muslims ramadan,0.6,0.2,Positive
627840,India,make appointment local healthcare center make right choice covidvaccine covid19 covid coronavirus coronaviruspandemic coronavirusupdates covidvaccination,0.2119047619047619,0.0619047619047619,Positive
627889,India,court proceeds post matter first week may admission covid19indiahelp covidvaccine,0.3333333333333333,0.25,Positive
627896,India,kerala high court issues notice two petitions challenging central governments new vaccine policy covid covidvaccine keralahighourt,0.5611363636363637,0.1990909090909091,Positive
627904,India,indian media talking people usa taking 2nd dose due low stock reasons covidvaccine,0.225,-0.041666666666666664,Negative
627963,England,nhsuk yet top lying propaganda tv adverts persuade under50s latest covid19 vaccine monitoring one place connection adverse reactions still evident signs still aversion younger folk covidvaccine,0.35,0.22999999999999998,Positive
627980,United Kingdom,l dont couldnt talk sweden went boris narrative covid19 britain lets ramp india pandemic amazingly started rolled covidvaccine,0.9,0.6000000000000001,Positive
627982,India,covid19india maharashtra govt writes seruminstindia amp bharatbiotech vaccine requirement phaseiii maharashtra govt sought clarity doses serum would able supply every month next 6 months covid19 indiafightscovid19 covidvaccine,0.3125,0.25,Positive
628024,United Kingdom,brazil rejects using russias sputnik v covid vaccine new york times brazil covid19 pandemic covidvaccine,0.45454545454545453,0.13636363636363635,Positive
628078,India,justice ravindra bhat raises issue vaccine pricing different manufacturers coming different prices central govt justice bhat asks solicitor general supremecourt covidvaccine,0.4875,0.012500000000000004,Positive
628084,India,even cant meet loved ones take long text ask wellbeing actions make difference savealife stayhomestaysafe responsenet buildthechain covid_19 covidindia covidvaccine pandemic govindia covidhelp,0.6000000000000001,0.32499999999999996,Positive
628097,United Kingdom,keir_starmer former prosecutor capable putting timeline covid19 show borisjohnson conservatives actions contributed bodiespiledhigh uklabour londoner libdems thesnp carolinelucas covidvaccine lbc skynews,0.2,0.1,Positive
628103,India,correction exclusive conducted phase 2 3 clinical trials india results consistent russia assessment done variants deepak sapra ceo api amp services dr reddys lab sputnikv covidvaccine snehamordani,0.25,0.25,Positive
628107,India,correction exclusive start seeing sputnik v vaccine administered second half may august innoculate 23 crore people deepak sapra ceo api amp services dr reddys lab covid19 coronavirus sputnikv covidvaccine snehamordani,0.08333333333333333,-0.08333333333333333,Negative
628116,India,petition seeks direction centre take vaccine programme accordance national disaster management plan vaccinate citizens free cost make covid vaccines available uniform prices centre amp states covid19india covidvaccine covidindia,0.6000000000000001,0.4,Positive
628118,India,petition says asking state governments compete open market vaccine procurement centre keeps assured quota manifestly arbitrary discriminatory covid19india covidemergency2021 covidvaccine,0.55,-0.05,Negative
628122,India,breaking dr mk muneer deputy leader opposition kerala legislative assembly moves kerala high court challenging central governments covidvaccine policy keralahighcourt covidindia covid19india,0.5966666666666667,0.22,Positive
628159,India,exclusive conducted phase 2 3 clinical trials india results consistent russia assessment done variants deepak sapra ceo apis amp services dr reddys lab sputnikv covidvaccine snehamordani,0.25,0.25,Positive
628165,India,exclusive start seeing sputnik v vaccine administered second half may august innoculate 23 crore people deepak sapra ceo apis amp services dr reddys lab covid19 coronavirus sputnikv covidvaccine snehamordani,0.08333333333333333,-0.08333333333333333,Negative
628229,India,government asked vaccine makers lower prices coronavirus cases continue rise india need national lockdown indias covid crisis remained top focus mondays prime time itprimetimein7mins covid19 coronavirus covidvaccine,0.5,0.5,Positive
628244,India,correct consumer price covidvaccine zero universal vaccination india andymukherjee70 also explains bad economics bring freemarket strategy via bopinion,0.3333333333333333,-0.3499999999999999,Negative
628293,Canada,eyebrows raised pregnant people greenlighted us government get covidvaccine shots,0.5,0.3333333333333333,Positive
628353,USA,everyone got booster shot moderna pfizer vaccination right shots seriously finish started covidvaccine variants,0.6011904761904762,-0.023809523809523808,Negative
628452,USA,covidvaccine diplomacy full court press,0.55,0.35,Positive
628478,Canada,sitting outside vaccination center getting first shot pfizer covid vaccine stay safe stay healthy get covid shots covidvaccine pfizer getvaccinated,0.2966666666666667,0.22999999999999998,Positive
628513,USA,dont know need get covidvaccine since honestly traveling anywhere anytime soon interact people also suspect antibodies past fever recovery 2020 hmm covid19,0.575,0.175,Positive
628536,Canada,today deputy prime minister chrystia freeland received first dose covidvaccine turn roll sleeve protect loved ones community find get vaccinated,0.5666666666666667,0.475,Positive
628560,Canada,im sharing create awareness lucky privileged access vaccine please dont doubt get vaccinated soon available lets help end nightmare covid19ab covidvaccine,0.6166666666666667,0.3666666666666667,Positive
628561,Canada,canadian feel grateful received first shot covid vaccine today emotional moment inevitable think grandpa souls virus covid19 covidvaccine,0.6611111111111111,0.08333333333333333,Positive
628639,Canada,im breaking rule posting pictures bc big moment officially first dose az vaccine feel great vaccineswork getvaccinated covidvaccine astrazenaca fireleece,0.39444444444444443,0.35000000000000003,Positive
628651,India,covid19 delhi karnataka states provide free vaccine may 1 full list covidvaccine freevaccinationforall,0.675,0.375,Positive
628652,United Kingdom,matthewstoller zoo_bear called spade spade narendramodi always played politics dead bodies rose power overseeing 2002 gujarat pogrom new game scapegoating usa crying nonexistent us sanction covidvaccine raw materials modimadedisaster,0.5443473193473194,-0.049067599067599076,Negative
628656,Canada,delhi vaccinate 18 free says cm kejriwal ymedia southasiandaily covidvaccine arvindkejriwal yudhvirjaswal,0.8,0.4,Positive
628703,Canada,happening many feelings covid19ab covidvaccine,0.5,0.5,Positive
628714,Canada,first dose covidvaccine taken got astrazeneca,0.3333333333333333,0.25,Positive
628856,USA,stand issue think right require employees get vaccine covid19vaccine covidvaccine alliedhealth alliedhealthcare alliedtravelcareers healthcarejobs healthcare healthcareheroes freedom vaccine,0.5357142857142857,0.2857142857142857,Positive
628898,USA,trumpcarnage timmy315 indias population quadruple uss gave every dose covidvaccine us every one committed buy future india would begin forestall covid19 catastrophe india facing would make huge impact,0.5125,0.20000000000000004,Positive
628915,India,really good appreciate full fledge help usa something hv also requested release raw materials embargo thanks potus covidvaccine az,0.4528846153846154,0.25480769230769224,Positive
629076,Canada,michellepresse nrpublichealth niagarahealth congratulations michellepresse parents getting first covidvaccine,0.3333333333333333,0.25,Positive
629088,India,remember dmk murasoli maran effort medicine low price bjpwhat give covidvaccine ayushmanbharat scheme free covid19india indiafightscovid19,0.55,0.2,Positive
629098,India,remember dmk murasoli maran effort medicine low price bjp give covidvaccine ayushmanbharat scheme free covid19india indiafightscovid19 covidemergency2021,0.55,0.2,Positive
629107,India,pm modi joe biden speak phone us affirms support india therapeutic resources indiablooms first portal digital news management pmmodi joebiden telephoneconversation indiaus covidvaccine,0.16666666666666666,0.125,Positive
629120,United Kingdom,covidvaccine approved unprecedented shortening clinical trials thousands people amp checks independent regulators profit top priority find vaccine unpaid experts like mike yeadon 4,0.48124999999999996,0.325,Positive
629171,India,narendramodi pmoindia sir like requested forgo subsidized lpg cylinder afford similarly please request afford go paid covidvaccine instead free many people come forward cutting across party lines dilkibaat,0.65,0.07500000000000001,Positive
629252,Canada,new happiness monitor analysis jenkinsresearch canadians vaccinated report happier havent registration subscriber community required covidvaccine vaccinations canada,0.32727272727272727,0.41818181818181815,Positive
629296,India,germany german chancellor angela merkel vaccines available june latest agencies covidvaccine covidemergency2021,0.43333333333333335,0.3,Positive
629363,United Kingdom,got second dose covid19 vaccine ramadan covidvaccine break fast vaccinated ramadan2021 ramadanmubarak,0.3,0.1,Positive
629371,India,tamilnadu cm calls vaccine pricing states inherently unfair writes pmmodi reports sidharth mp sdhrthmp covidemergency2021 covidvaccine vaccineforall largestvaccinationdrive newzeedigital,1.0,-0.5,Negative
629380,Canada,canadas minister public services amp procurement anita anand receives first jab pfizer vaccine ymedia southasiandaily covidvaccine pfizer anitaoakville yudhvirjaswal,0.19999999999999998,0.125,Positive
629411,India,justin uttarakhand vaccinate 1844 years age free says state government spokesperson subodh uniyal ani covid19 covidvaccine,0.8,0.4,Positive
629413,Canada,us rush vaccine raw materials anticovid supplies india read ymedia southasiandaily covid19 covidvaccine yudhvirjaswal,0.46153846153846156,-0.23076923076923078,Negative
629416,United Kingdom,covidvaccine catching side effects definitely bad last time everything hurts ive dozing today glad doubled steroids chronicillness adrenalinsufficiency,0.6583333333333333,0.10000000000000003,Positive
629451,Canada,one palpable anxiety abt 2nd covidvaccine high risk high risk enough family,0.41600000000000004,0.064,Positive
629541,USA,im still feeling little conflicted covidvaccine,0.5,-0.1875,Negative
629588,USA,attention young women warning johnson amp johnson vaccine vaccines covid19 covidvaccine,0.4,0.1,Positive
629673,India,ntrfantrends rrrmovie patient name srinivas patient condition serious need oxygen cylinder 10 lts plz help contact 9154383370 place hyderabad oxygen oxygenemergency oxygencylinders covidindia covidvaccine please help,0.6666666666666666,-0.3333333333333333,Negative
629702,United Kingdom,infectious diseases important know rank second leading cause death find pathologymeet2021 scheduled held may 8th 2021 parasitology infectiousdiseases microbiology antimicrobials conferences virology covidvaccine,0.6333333333333333,-0.13333333333333333,Negative
629720,Canada,im care giver 84 yr old mother law kidney diseaseamp congenital heart failure cant take az vaccineso called try get appointment get different vaccine told active vaccine clinics operating sudbury covidvaccine dougford,0.42500000000000004,-0.08750000000000001,Negative
629721,India,covid19 delhi karnataka states provide freevaccine may 1 full list covidindia covidemergency2021 covid2ndwave covidvaccine freevaccineforall largestvaccinationdrive,0.55,0.35,Positive
629749,India,govt allow everyone make covidvaccine let make sell free many come forward,0.65,0.45,Positive
629750,India,writ petition challenging vaccination policy filed advocate cp pramod cpim cpimspeak member contested assembly polls palakkad constituency cpimkerala covid19 covidvaccine,1.0,0.5,Positive
629757,India,near actually vaccination covidvaccine,0.25,0.05,Positive
629834,India,sometime feels cmomaharashtra actually cmomumbai vasaivirar struggling covid vaccine cares mumbais case cmomaharashtra would surely dialled pmoindia dev_fadnavis covid19india covidvaccine,0.4944444444444444,0.25,Positive
629893,United Kingdom,covid jab immunity passports trademark vagueness government humble musings subject covid19 covidvaccine immunitypassports digitalpassport,0.3666666666666667,-0.18333333333333335,Negative
629894,India,stay home stay safe covid19 covid19india covidemergency2021 covidhelp covid_19 covidsecondwave covidvaccination covidvaccine stayhome staysafe stayhomestaysafe stayinspired staypositive indiacovid covidsos socialdistancing wearmask wearamask togetherwecan,0.5,0.5,Positive
629905,India,want meet people feeling super proud modi ji exported vaccines vaccineshortage vaccineupdate covidvaccine,0.8333333333333333,0.5666666666666667,Positive
629913,India,delhi provide free covid19vaccine everyone 18 134 crore orders placed cm arvindkejriwal corona2ndwave covidvaccine covid19india largestvaccinationdrive,0.8,0.4,Positive
629949,India,covid19 vaccine provided free cost citizens 1844 years age government vaccination centres across karnataka chief minister bs yediyurappa vaccinationdrive covidvaccine,0.8,0.4,Positive
629990,United Kingdom,plenty good reasons get covidvaccine listen community conversation discover people like decided vaccine,0.6000000000000001,0.7,Positive
629997,England,check todays covid19 vaccination programme primarycare update includes latest information inviting 44 year olds covidvaccine generalpractice communitypharmacy,0.9,0.5,Positive
630046,India,least 22 indian states announced provide free covid19 vaccine covidvaccine covid19 coronavirus,0.6000000000000001,0.05000000000000002,Positive
630146,India,delhi provide free vaccines everyone 18 says arvind kejriwal news agency ani covidemergency2021 covidvaccine,0.8,0.4,Positive
630150,India,covid19 delhi chief minister arvindkejriwal says delhi govt providing free covidvaccine everyone 18 years age make effort ensure purchased soon administered earliest people adds covidindia indiafightscovid19,0.8,0.4,Positive
630167,India,praying humans bad spell covidindia covidemergency2021 covidvaccine covid19 covidemergency2021 coronapandemic coronaviruscrisis covid19vaccine covidvaccination,0.6666666666666666,-0.6999999999999998,Negative
630183,India,myogiadityanath ji please give order district magistrate visit daily l2 covidemergency2021 covid19 hospital check reality team far behinds truth myogioffice narendramodi pmoindia covidsos covidindia covidvaccine,0.5,0.05,Positive
630202,USA,jclmorgan stop wearing mask dont worry us got covid immunity got immunity natural way get covidvaccine worry anything right wearamasksavealife bullshit,0.46785714285714286,0.19285714285714284,Positive
630225,India,first blood donation next vaccination covidvaccine covid19 covid19india covidvaccination indiafightsback wewillwin indiafightscorona blooddonation,0.16666666666666666,0.125,Positive
630307,India,us agrees export covidvaccine raw materials india lifts embargo amid rising cases itvideo,0.46153846153846156,-0.23076923076923078,Negative
630346,India,least sake reduce suffering stress please maskup observe covid19 protocols get senior citizens family vaccinated please take covidvaccine per turn motivate others lets fightcovid together,0.4,-0.3,Negative
630356,Canada,received first two pzifer covidvaccine weekend facility selkirk mb well organized well run procedure protectmb time entered building till end waiting period post vaccine 35 mins,0.3333333333333333,0.25,Positive
630396,USA,republicans groups putting false harmful information covid vaccine also putting false information secure vaccination appointments covidvaccine,0.6,-0.1333333333333334,Negative
630398,USA,dont believe lie many people want vaccine get appointment especially true republican counties republicans still undermining critical vaccine program covidvaccine,0.7666666666666666,0.39999999999999997,Positive
630427,Canada,jjhorgan tat vaccination post registration lies struggle great work requires equally great execution covidvaccination covidvaccine cityofvictoria saanich vanislandhealth murrayrankinndp r_garrison elizabethmay jeancrowder jameslunney johnduncanmp haynessaanich,0.75,0.8,Positive
630430,India,fact check taking covidvaccine periods safe heres truth covid19 covid2ndwave vaccine largestvaccinationdrive,0.5,0.5,Positive
630454,USA,got first covidvaccine today im still alive twitching growing horns yet got sore arm lol,0.4777777777777778,0.3833333333333333,Positive
630502,USA,vaccineswork got first dose pfizer today covidvaccine fauciouchi pfizerized,0.3333333333333333,0.25,Positive
630624,India,attempt clear air around claim govt saturday appealed people fall rumours get vaccinated covidvaccine coronavirusvaccine,0.3833333333333333,0.10000000000000002,Positive
630661,India,usa leadership president joebiden agrees provide raw materials vaccines feeling sorry deleted tweets congratulated prez biden vp harris november 2020 victory vaccineforall covidvaccine,0.7307692307692308,-0.3653846153846154,Negative
630712,Canada,youre least 16 years age older eligible receive pfizer covidvaccine info pfizer covid19 vaccine visit,0.3666666666666667,-0.06666666666666667,Negative
630743,Canada,go vaccines effective variant need paid sick days variant ravage peel covidvaccine b1617,0.8285714285714285,-0.05714285714285716,Negative
630902,Canada,long last quebec made covidvaccine available people chronic illness disabilities amp caregivers proof illnessdisability required list,0.2888888888888889,0.11666666666666668,Positive
630922,India,excellent initiative kudos shri chiranjeevi garu kchirutweets lets spread awareness lifesaver covidvaccine lost dear one yesterday whod delaying first shot getvaccinated covid19india covidemergency2021 covidsecondwave,0.6666666666666666,0.625,Positive
631095,USA,aajtak mamatabanerjee covidindia covidvaccine citizens west bengal get free shots covid vaccine didis nephew pay mayor net worth 400m tell didi corrupttmc op bjpwbin bjpwbengal bjp4india,0.3,0.2333333333333333,Positive
631143,India,everyone age 18 shall eligible covid19 vaccination may 1 2021 registration starts april 28 continue following covid appropriate behaviour even take vaccine covidindia covidvaccine covidsecondwave,0.3,0.25,Positive
631243,India,chhattisgarh provide free covidvaccine adult population said chief minister bhupeshbaghel reports riteshmishraht,0.55,0.25,Positive
631271,India,sorry know corona medicine thief haryana stole medicine hospital returns covidvaccine note justimagine r hoarding life saving drugs,1.0,-0.5,Negative
631325,India,list states vaccinating residents age 18 free cost covidindia covidvaccine,0.8,0.4,Positive
631330,India,covid vaccination appointment available kerala april 19th cmokerala mohfw_india covidvaccine,0.4,0.4,Positive
631347,Canada,ambermac vaxhunterscan congratulations ambermac getting first covidvaccine thank part keep around safe,0.41666666666666663,0.375,Positive
631349,Canada,anotheropenbook congratulations anotheropenbook getting first covidvaccine,0.3333333333333333,0.25,Positive
631356,Canada,burnabynow_news 3smask1 great mask wear mind time kn95 worldearthday2021 maskup wearamask covidvaccine covid19ontario,0.75,0.8,Positive
631397,India,appointment 2nd covidvaccine dose made automatically provides covid19vaccine beneficiaries flexibility datesplace amp potentially help reducing covid19 vaccine wastage reschedule appointment kindly refer,0.6333333333333333,0.19999999999999998,Positive
631406,India,otp coming cowin app covidvaccine covidvaccination coronavirus vaccination 1845 yr old people free central govtrun hospitals says rs sharma,0.4166666666666667,0.16666666666666666,Positive
631493,Canada,april 17 almost 30 canadas adult population 18 received least one dose covidvaccine way go canada keep sleevesup,0.35,-0.09999999999999999,Negative
631518,India,thief got humanity sorry know thief haryana returns covidvaccine note stole hospital,1.0,-0.5,Negative
631532,Canada,hope isnt true dont know long term affects covidvaccine opinion vaccines still experimental life choice hopefully isnt whistle blower,0.4833333333333334,0.13333333333333333,Positive
631535,Canada,countries sending astrazeneca vaccines canada care know one wants covid covidvaccine dont want either,0.1,0.2,Positive
631610,India,sorry know thief haryana returns covidvaccine note via ndtv,1.0,-0.5,Negative
631639,India,yes get vaccinated 2nd covidvaccine dose statedistrict restriction able get vaccinated covid19vaccination centres offering covid19vaccine 1st covid vaccine dose,0.3125,0.25,Positive
631787,India,government market power price fixed rs 400 amazed paying much extra money k sujatha rao exhealth secretary govt india covidvaccine covid19 newstrack rahulkanwal,0.15000000000000002,0.05,Positive
631794,United Kingdom,sheikh mohammed mahmoud senior imam elondonmosque wants carefully check sources sharing information covidvaccine accidentally spreading misinformation dangerous find,0.6666666666666666,-0.16666666666666666,Negative
631803,India,competition states states private hospitals obtain vaccine current vaccine price made unaffordable large section prof r ramakumar school developmental studies tiss covidvaccine covid19 newstrack rahulkanwal,0.40119047619047615,0.07142857142857142,Positive
631855,India,central government pay due also buy vaccine jabs state governments also come forth nupur sharma nupursharmabjp bjp spokesperson covidvaccine covid19 newstrack rahulkanwal,0.3125,-0.0625,Negative
631858,Canada,like covidvaccine 1 coursing veins quick painless crazy wait 2 34 months least start,0.6,-0.18888888888888888,Negative
631868,India,india follow global trend providing vaccines free constitutional obligation indian state provide vaccine free everyone prof r ramakumar school developmental studies tiss covidvaccine covid19 newstrack rahulkanwal,0.5333333333333333,0.26666666666666666,Positive
631885,India,states claiming got enough jabs free hand buy rates central government nupur sharma nupursharmabjp bjp spokesperson covidvaccine covid19 newstrack rahulkanwal,0.5166666666666667,0.13333333333333333,Positive
631898,India,last 73 years never immunisation program vaccine supplied government india state governments first time k sujatha rao exhealth secretary govt india covidvaccine covid19 newstrack rahulkanwal,0.19999999999999998,0.125,Positive
631927,India,covid19india karnataka chief minister approved purchase 1 cr doses covidvaccine cost rs 400 cr first phase used vaccination persons 18 44 years,0.3333333333333333,0.25,Positive
631948,India,serum institute contracted production covid vaccine centre till may 25 state governments free procure vaccine manufacturers ministry health via pib_india covidvaccine via theind_india,0.8,0.4,Positive
631954,India,observed protective levels covid19 antibodies generally develop 2 weeks receiving 2nd dose covid19vaccine moment booster shots required covidvaccine available india covid_19 covid__19 covid covidー19 corona,0.3,0.15000000000000002,Positive
631981,India,new research introspective market research announced number companies producing covid19 face masks reusable face masks expected rise rapidly value clothfacemask market read facemask covidvaccine covid19,0.42727272727272725,0.018181818181818174,Positive
631996,India,taken first dose vaccine making viral load low arjunrampal announces recovery covid19 covidindia covidvaccine,0.31666666666666665,0.125,Positive
632014,USA,weve already made much progress theres still long way go anyone know needs help finding vaccine appointment fill quick form gt covid19 covidvaccine shotsinarms,0.3666666666666667,0.16111111111111112,Positive
632045,India,covid19india govt state govts free procure covidvaccine doses vaccine manufacturers per liberalised pricing amp accelerated national covid19 vaccination strategy,0.8,0.4,Positive
632054,United Kingdom,first vaccine ago reactions friends family wide varied days feeling rough im good acltcharity leukaemiacareuk leukaemia nhsuk covidvaccine,0.43333333333333335,0.1875,Positive
632059,India,indians aged 18 years eligible vaccination covid19 may 1 covidvaccine covid19 india rahulshrivstv,0.4,-0.1,Negative
632071,USA,thank joebiden brilliant rollout covidvaccine,1.0,0.9,Positive
632163,India,anandmahindra empty hotels malls around also utilized tulip star juhu megamall oshiwara atria mall worli vaccination drives covidvaccine covidindia,0.5,-0.1,Negative
632251,India,amid vaccine shortage india 44 lakh doses covid vaccines wasted india till april 11 states like kerala west bengal showed zero wastage per data shared health ministry response rti application covidvaccine,0.0,-0.2,Negative
632317,USA,getting first shot todaycovidvaccine,0.3333333333333333,0.25,Positive
632340,India,mr cm much rajasthani pay covidvaccine ashokgehlot51,0.2,0.2,Positive
632421,India,covidsecondwave confused vaccine registration phase 3 vax drive nha ceo rs sharma explains get registered covidvaccine cowin platform check rssharma3 ayushmannha 29_ruchibhatia covid19 vaccineforall,0.7,-0.4,Negative
632464,India,first day 200 wipro employees families vaccinated reports shivaniashinde covidvaccine coronavirus,0.3333333333333333,0.25,Positive
632508,United Kingdom,well hour since 1st covid vaccination im disappointed report billgates hasnt taken control brain quite unfortunate need reinstall windows 10 laptop later input would welcome covidvaccine,0.6625,-0.11249999999999999,Negative
632517,India,availability remdisivir availability oxygencylinders ventilators covidvaccine primary areas concern need keep mind counting votes tnelection2021 would taken 2nd may special measures employed,0.35714285714285715,0.2523809523809524,Positive
632584,India,breaking india set new global record daily covid19 infections single country 315000 24 hours health infrastructure also collapsed whofailedindia covid19 covidvaccine,0.1672077922077922,0.016233766233766232,Positive
632606,United Kingdom,2nd covid 19 pfizer vaccination today newcastleraces_ thanks borisjohnson matthancock nadhimzahawi covidvaccine,0.1,0.1,Positive
632612,India,live nha ceo rs sharma explains get registered covidvaccine cowin platform watch rssharma3 ayushmannha 29_ruchibhatia covid19 vaccineforall,0.5,0.13636363636363635,Positive
632617,India,nations goal must ensure everyone 18 years given vaccine regardless economic circumstances sonia gandhi congress president covidvaccine soniagandhi congress via theind_india,0.2,0.2,Positive
632653,India,vaccine wastage could relate either unopened vials underused open vials keralas experience useful achieved zero wastage robust vaccination legacy trained health staff ashas amp good inventory management covidvaccine,0.3666666666666667,0.3333333333333333,Positive
632662,India,rssurjewala commonwealth games क 6000 रपय क toilet paper और 10000 क soap dispenser स gyan ध लए ह कय india would without covidvaccine makers seruminstindia bharatbiotech afford dont debate cost others definitely get free subsidised,0.43333333333333335,0.12222222222222223,Positive
632665,India,channel asianetnewsml indulged fearmongering spreading fake news creating panic society name shortage covidvaccine rsprasad please take immediate action banasianet blsanthosh rajnathsingh mos_mea surendranbjp amitshah rajeev_mp,0.55,-0.2,Negative
632677,India,pregnant amp lactating women part covid19 vaccine clinical trial far therefore women pregnant sure pregnancy lactating women receive covidvaccine time covid_19 covid__19 covid covidー19 corona,0.7222222222222222,0.31666666666666665,Positive
632719,India,mamataofficial like state making free believe state wb also follow noble cause centre state shall join hands make vaccine free covidvaccine covid19 coronavaccination vaccine vaccineforall,0.8333333333333334,0.4666666666666666,Positive
632738,India,kindly refer icmrdelhi portal details covid19 testing labs ghaziabad covid_19 covid__19 covid covidー19 corona coronavirus coronaviruspandemic covidvaccine covid19vaccine covidvaccination covid19vaccination,0.9,0.6,Positive
632743,India,rfhospital hi people mumbai walk second covidvaccine dose appointment mandatory cowin portal shows absolutely appointment reliance,0.45,0.1,Positive
632753,India,details covid19vaccination registration people gt18yrs announced within next days kindly follow mohfw_india drharshvardhan latest covidvaccine information covid19 covid_19 covid__19 covid covidー19 coronavirus covid19vaccine,0.6,0.3666666666666667,Positive
632761,India,jothimani voiced like dmk cadres send oxygen supply states like andhra karnataka kerala congress win place andhra producing covidvaccine said send tamilnadu,0.4,0.8,Positive
632762,India,sii price covishield rs 400 per dose central state governments present punebased firm sells vaccine rs 150 per shot centre reports sohinidastweets sii adarpoonawala coronavirus covidvaccine,0.21666666666666667,-0.06666666666666667,Negative
632818,India,folks aunts first vaccine dose scheduled afternoon fever since last night still get jab wait couple days covidvaccine,0.19999999999999998,0.125,Positive
632837,Canada,interesting question reading taking tylenol advil covid shot good thing immune system suppressed wont able able work well building immunity correct immunologists covid covidvaccine,0.5875,0.55,Positive
632877,Canada,apr2121 bombshell milesguo ccp virus bioweapon effective vaccine intelligence prove ccp antidotes engineered viruses also made antidotes want survive hunt ccp cure ccpvirus covidvaccine,0.8,0.6,Positive
632974,Canada,got press today nejm paper tldr mrna vaccines pfizer moderna safe effective covidvaccine pregnancy,0.65,0.55,Positive
633046,India,covidvaccine data many people tested positive first second dose covid19 covidemergency2021 largestvaccinationdrive,0.34469696969696967,0.24431818181818182,Positive
633197,Canada,toronto launches team toronto sprint strategy triple vaccine access 13 hot spot neighbourhoods northwest m9w m9v m9l m9m m9n m6m m3k m3j m3n m3m central m4h east m1j m1g ymedia southasiandaily covidvaccine cityoftoronto johntory yudhvirjaswal,0.55,0.125,Positive
633387,Canada,new covid19 cases surge pandemic high health vaccines covidvaccine kashthefuturist diofavatas gvalan drferdowsi junjudapi digitalcloudgal yuhelenyu enricomolinari avrohomg digitalfawad kuriharan fogle_shane jolaburnett techpearce2 efipm jgrobicki,0.4972727272727272,0.1481818181818182,Positive
633522,Canada,recent surge covid positive pregnant women icu video hindi covidvaccine infertility pregnancy please spread word follow public health protocols get vaccinated stay safe sahealthnetwork uoftobgyn sogcorg,0.37242424242424244,0.2121212121212121,Positive
